feature,live_val,training_val,diff,status,section,bar_idx,ts
dist_ib_high_atr,-0.382032,-0.382032,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_ib_low_atr,-1.560301,-1.560301,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_mq_call_0dte_atr,-13.540033,-13.540033,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_mq_call_atr,-2.601842,-2.601842,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_mq_hvl_atr,-12.333615,-12.333615,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_mq_put_0dte_atr,-4.00933,-4.00933,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_mq_put_atr,-22.708811,-22.708811,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_open_830_atr,-2.619938,-2.619938,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_prev_vah_atr,0.480557,0.480557,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_prev_val_atr,-2.784815,-2.784815,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_prev_vwap_sd1d_atr,-2.845058,-2.845058,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_prev_vwap_sd1u_atr,-0.204023,-0.204023,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_sess_high_atr,0.492621,0.492621,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_session_hvn_above_atr,0.010053,0.010053,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_session_lvn_above_atr,0.046246,0.046246,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_session_lvn_below_atr,0.51876,0.51876,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_swing_high_atr,-0.076406,-0.076406,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_vwap_d_sd1d_atr,-1.6002,-1.6002,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_vwap_d_sd1u_atr,-0.038125,-0.038125,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_vwap_d_sd2u_atr,0.142854,0.142854,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_vwap_d_sd3u_atr,0.323817,0.323817,0.0,MATCH,ATR-NQ,1303,1776455040000
dist_comp_20d_vpoc_atr,,-21.10025334781035,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_comp_50d_vpoc_atr,,-21.10025334781035,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_cur_vwap_vp_atr,,-0.8762866449511402,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ext_edge_buy_atr,,-0.014074878352837094,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ext_edge_sell_atr,,-0.004021393815096312,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ext_long_dn_atr,,-0.30160453613222343,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ext_long_up_atr,,-0.2875296577793863,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_open_cash_atr,,-1.0877870269835526,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ovn_high_atr,,0.03820324124341497,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_ovn_low_atr,,-0.5469095588530986,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_prev_vpoc_atr,,0.1327059958981783,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_prev_vwap_atr,,-1.5219562070213537,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_vwap_w_atr,,-5.719741424377689,,MISSING_LIVE,ATR-NQ,1303,1776455040000
next_wall_dist_atr,,0.591144890819158,,MISSING_LIVE,ATR-NQ,1303,1776455040000
open_gap_atr,,1.2204930228817308,,MISSING_LIVE,ATR-NQ,1303,1776455040000
ovn_range_atr,,0.5851128000965135,,MISSING_LIVE,ATR-NQ,1303,1776455040000
poc_bar_dist_atr,,0.010053484537740782,,MISSING_LIVE,ATR-NQ,1303,1776455040000
poc_separation_atr,,0.16085575260385251,,MISSING_LIVE,ATR-NQ,1303,1776455040000
range_size_atr,,0.38806450315679414,,MISSING_LIVE,ATR-NQ,1303,1776455040000
sess_range_atr,,4.260666747094543,,MISSING_LIVE,ATR-NQ,1303,1776455040000
swing_range_atr,,0.32372220211525315,,MISSING_LIVE,ATR-NQ,1303,1776455040000
dist_blind_nearest_dn_atr,-0.22238629508987817,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_gex_nearest_dn_atr,-0.591144890819158,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_sess_low_atr,-3.768046004745245,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_session_hvn_below_atr,0.10656693610005229,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_swing_low_atr,-0.4001286846020831,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vix_call_atr,0.01518076165198858,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vix_gex_nearest_dn_atr,-0.004926207423492983,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vix_gex_nearest_up_atr,0.00010053484537740782,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vix_hvl_atr,0.008143322475570033,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vix_put_atr,-0.0009048136083966704,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vwap_d_sd2d_atr,-0.5810286725379017,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
dist_vwap_d_sd3d_atr,-0.7619913942172357,,,LIVE_ONLY,ATR-NQ,1303,1776455040000
im_cross_delta_agreement_5,0.8,0.8,0.0,MATCH,IM-NQ,1303,1776455040000
im_open_type_agreement,1.0,1.0,0.0,MATCH,IM-NQ,1303,1776455040000
im_rolling_correlation_10,0.98349,0.98349,0.0,MATCH,IM-NQ,1303,1776455040000
im_cross_delta_weighted_5,,59.6,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_cross_open_signal,,0.85,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_delta_day_divergence,,1.0,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_ltr_slope_diff,,-0.008010000000000003,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_price_ratio_slope_10,,8.980829574611747e-05,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_smt_divergence,,0.0,,MISSING_LIVE,IM-NQ,1303,1776455040000
im_volume_lead,,75.79999999999998,,MISSING_LIVE,IM-NQ,1303,1776455040000
dist_1d_max_atr,0.515684,0.515684,0.0,MATCH,ATR-NQ,984,1776435900000
dist_1d_min_atr,-4.600548,-4.600548,0.0,MATCH,ATR-NQ,984,1776435900000
dist_blind_nearest_up_atr,0.463706,0.463706,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_20d_vah_atr,-13.178358,-13.178358,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_20d_val_atr,-30.675058,-30.675058,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_20d_vwap_atr,-17.08061,-17.08061,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_50d_vah_atr,-11.765303,-11.765303,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_50d_val_atr,-24.559943,-24.559943,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_50d_vwap_atr,-17.035881,-17.035881,0.0,MATCH,ATR-NQ,984,1776435900000
dist_cur_vah_atr,-0.414171,-0.414171,0.0,MATCH,ATR-NQ,984,1776435900000
dist_cur_val_atr,-3.106284,-3.106284,0.0,MATCH,ATR-NQ,984,1776435900000
dist_cur_vpoc_atr,-2.34494,-2.34494,0.0,MATCH,ATR-NQ,984,1776435900000
dist_gex_nearest_up_atr,0.091361,0.091361,0.0,MATCH,ATR-NQ,984,1776435900000
dist_ib_high_atr,0.302507,0.302507,0.0,MATCH,ATR-NQ,984,1776435900000
dist_ib_low_atr,-0.88722,-0.88722,0.0,MATCH,ATR-NQ,984,1776435900000
dist_mq_call_0dte_atr,-12.983453,-12.983453,0.0,MATCH,ATR-NQ,984,1776435900000
dist_mq_call_atr,-1.938889,-1.938889,0.0,MATCH,ATR-NQ,984,1776435900000
dist_mq_hvl_atr,-11.765303,-11.765303,0.0,MATCH,ATR-NQ,984,1776435900000
dist_mq_put_0dte_atr,-3.360065,-3.360065,0.0,MATCH,ATR-NQ,984,1776435900000
dist_mq_put_atr,-22.241397,-22.241397,0.0,MATCH,ATR-NQ,984,1776435900000
dist_open_830_atr,-1.957162,-1.957162,0.0,MATCH,ATR-NQ,984,1776435900000
dist_prev_vah_atr,-1.825195,-1.825195,0.0,MATCH,ATR-NQ,984,1776435900000
dist_prev_val_atr,-3.368186,-3.368186,0.0,MATCH,ATR-NQ,984,1776435900000
dist_prev_vwap_sd1d_atr,-3.661589,-3.661589,0.0,MATCH,ATR-NQ,984,1776435900000
dist_prev_vwap_sd1u_atr,-2.147498,-2.147498,0.0,MATCH,ATR-NQ,984,1776435900000
dist_sess_high_atr,0.641559,0.641559,0.0,MATCH,ATR-NQ,984,1776435900000
dist_session_hvn_above_atr,0.00203,0.00203,0.0,MATCH,ATR-NQ,984,1776435900000
dist_session_lvn_above_atr,0.300477,0.300477,0.0,MATCH,ATR-NQ,984,1776435900000
dist_session_lvn_below_atr,0.621257,0.621257,0.0,MATCH,ATR-NQ,984,1776435900000
dist_swing_high_atr,0.302507,0.302507,0.0,MATCH,ATR-NQ,984,1776435900000
dist_vwap_d_sd1d_atr,-10.155378,-10.155378,0.0,MATCH,ATR-NQ,984,1776435900000
dist_vwap_d_sd1u_atr,-0.346713,-0.346713,0.0,MATCH,ATR-NQ,984,1776435900000
dist_vwap_d_sd2u_atr,0.749353,0.749353,0.0,MATCH,ATR-NQ,984,1776435900000
dist_vwap_d_sd3u_atr,1.845419,1.845419,0.0,MATCH,ATR-NQ,984,1776435900000
dist_comp_20d_vpoc_atr,,-20.617196223733632,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_comp_50d_vpoc_atr,,-20.617196223733632,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_cur_vwap_vp_atr,,-5.771051060806009,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ext_edge_buy_atr,,-0.006090752207897675,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ext_edge_sell_atr,,0.006090752207897675,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ext_long_dn_atr,,-0.030453761039488377,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ext_long_up_atr,,0.022332758095624808,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_open_cash_atr,,-0.41011064866511016,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ovn_high_atr,,-1.707440868947315,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_ovn_low_atr,,-3.116434879707644,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_prev_vpoc_atr,,-2.9946198355496905,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_prev_vwap_atr,,-2.9049081311541975,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_vwap_w_atr,,-5.857574662470815,,MISSING_LIVE,ATR-NQ,984,1776435900000
next_wall_dist_atr,,0.09136128311846513,,MISSING_LIVE,ATR-NQ,984,1776435900000
open_gap_atr,,-2.58450918688458,,MISSING_LIVE,ATR-NQ,984,1776435900000
ovn_range_atr,,1.408994010760329,,MISSING_LIVE,ATR-NQ,984,1776435900000
poc_bar_dist_atr,,0.002030250735965892,,MISSING_LIVE,ATR-NQ,984,1776435900000
poc_separation_atr,,0.20708557506852096,,MISSING_LIVE,ATR-NQ,984,1776435900000
range_size_atr,,2.6921124758907724,,MISSING_LIVE,ATR-NQ,984,1776435900000
sess_range_atr,,3.7579941122728657,,MISSING_LIVE,ATR-NQ,984,1776435900000
swing_range_atr,,1.1673941731803879,,MISSING_LIVE,ATR-NQ,984,1776435900000
dist_blind_nearest_dn_atr,-1.4640487260176631,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_gex_nearest_dn_atr,-0.3146888640747132,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_sess_low_atr,-3.116434879707644,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_session_hvn_below_atr,0.002030250735965892,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_swing_low_atr,-0.8648868135214699,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vix_call_atr,0.014922342909349304,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vix_gex_nearest_dn_atr,-0.00030453761039488374,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vix_gex_nearest_up_atr,0.0007105877575880621,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vix_hvl_atr,0.007816465333468683,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vix_put_atr,-0.0013196629783778296,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vwap_d_sd2d_atr,-3.6349101614049335,,,LIVE_ONLY,ATR-NQ,984,1776435900000
dist_vwap_d_sd3d_atr,-4.730975941528779,,,LIVE_ONLY,ATR-NQ,984,1776435900000
im_cross_delta_agreement_5,0.4,0.4,0.0,MATCH,IM-NQ,984,1776435900000
im_open_type_agreement,0.0,0.0,0.0,MATCH,IM-NQ,984,1776435900000
im_rolling_correlation_10,0.005432,0.005432,0.0,MATCH,IM-NQ,984,1776435900000
im_cross_delta_weighted_5,,16.2,,MISSING_LIVE,IM-NQ,984,1776435900000
im_cross_open_signal,,0.0,,MISSING_LIVE,IM-NQ,984,1776435900000
im_delta_day_divergence,,-1.0,,MISSING_LIVE,IM-NQ,984,1776435900000
im_ltr_slope_diff,,-0.033229999999999996,,MISSING_LIVE,IM-NQ,984,1776435900000
im_price_ratio_slope_10,,-0.00047972649349824176,,MISSING_LIVE,IM-NQ,984,1776435900000
im_smt_divergence,,0.0,,MISSING_LIVE,IM-NQ,984,1776435900000
im_volume_lead,,120.09999999999997,,MISSING_LIVE,IM-NQ,984,1776435900000
dist_1d_max_atr,2.381911,2.381911,0.0,MATCH,ATR-NQ,706,1776419219000
dist_1d_min_atr,-2.958317,-2.958317,0.0,MATCH,ATR-NQ,706,1776419219000
dist_blind_nearest_up_atr,0.315503,0.315503,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_20d_vah_atr,-12.153256,-12.153256,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_20d_val_atr,-30.174405,-30.174405,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_20d_vwap_atr,-16.316716,-16.316716,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_50d_vah_atr,-10.642311,-10.642311,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_50d_val_atr,-23.791562,-23.791562,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_50d_vwap_atr,-16.205693,-16.205693,0.0,MATCH,ATR-NQ,706,1776419219000
dist_cur_vah_atr,-0.214033,-0.214033,0.0,MATCH,ATR-NQ,706,1776419219000
dist_cur_val_atr,-0.699316,-0.699316,0.0,MATCH,ATR-NQ,706,1776419219000
dist_cur_vpoc_atr,-0.603954,-0.603954,0.0,MATCH,ATR-NQ,706,1776419219000
dist_gex_nearest_up_atr,1.515184,1.515184,0.0,MATCH,ATR-NQ,706,1776419219000
dist_mq_call_0dte_atr,-11.708237,-11.708237,0.0,MATCH,ATR-NQ,706,1776419219000
dist_mq_call_atr,-0.180127,-0.180127,0.0,MATCH,ATR-NQ,706,1776419219000
dist_mq_hvl_atr,-10.436754,-10.436754,0.0,MATCH,ATR-NQ,706,1776419219000
dist_mq_put_0dte_atr,-1.663523,-1.663523,0.0,MATCH,ATR-NQ,706,1776419219000
dist_mq_put_atr,-21.371506,-21.371506,0.0,MATCH,ATR-NQ,706,1776419219000
dist_open_830_atr,-0.199199,-0.199199,0.0,MATCH,ATR-NQ,706,1776419219000
dist_prev_vah_atr,-0.061455,-0.061455,0.0,MATCH,ATR-NQ,706,1776419219000
dist_prev_val_atr,-1.672,-1.672,0.0,MATCH,ATR-NQ,706,1776419219000
dist_prev_vwap_sd1d_atr,-1.978248,-1.978248,0.0,MATCH,ATR-NQ,706,1776419219000
dist_prev_vwap_sd1u_atr,-0.397868,-0.397868,0.0,MATCH,ATR-NQ,706,1776419219000
dist_sess_high_atr,0.061455,0.061455,0.0,MATCH,ATR-NQ,706,1776419219000
dist_session_lvn_above_atr,0.002119,0.002119,0.0,MATCH,ATR-NQ,706,1776419219000
dist_session_lvn_below_atr,0.103838,0.103838,0.0,MATCH,ATR-NQ,706,1776419219000
dist_swing_high_atr,0.061455,0.061455,0.0,MATCH,ATR-NQ,706,1776419219000
dist_vwap_d_sd1d_atr,-3.344397,-3.344397,0.0,MATCH,ATR-NQ,706,1776419219000
dist_vwap_d_sd1u_atr,-0.29552,-0.29552,0.0,MATCH,ATR-NQ,706,1776419219000
dist_vwap_d_sd2u_atr,-0.025231,-0.025231,0.0,MATCH,ATR-NQ,706,1776419219000
dist_vwap_d_sd3u_atr,0.245058,0.245058,0.0,MATCH,ATR-NQ,706,1776419219000
dist_comp_20d_vpoc_atr,,-19.67619572357965,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_comp_50d_vpoc_atr,,-19.67619572357965,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_cur_vwap_vp_atr,,-2.2632393142469645,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ext_edge_buy_atr,,-0.029667931085634366,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ext_edge_sell_atr,,-0.01907224141219352,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ext_long_dn_atr,,0.004238275869376338,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ext_long_up_atr,,-0.08264637945283859,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_open_cash_atr,,-0.3983979317213758,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ovn_high_atr,,0.0614550001059569,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_ovn_low_atr,,-1.4092267265676324,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_prev_vpoc_atr,,-1.2820784504863423,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_prev_vwap_atr,,-1.1884390429973086,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_vwap_w_atr,,-4.78940070779207,,MISSING_LIVE,ATR-NQ,706,1776419219000
next_wall_dist_atr,,1.0277818983237619,,MISSING_LIVE,ATR-NQ,706,1776419219000
open_gap_atr,,-0.8836805187649664,,MISSING_LIVE,ATR-NQ,706,1776419219000
ovn_range_atr,,1.4706817266735892,,MISSING_LIVE,ATR-NQ,706,1776419219000
poc_bar_dist_atr,,0.0,,MISSING_LIVE,ATR-NQ,706,1776419219000
poc_separation_atr,,0.21615206933819323,,MISSING_LIVE,ATR-NQ,706,1776419219000
range_size_atr,,0.4852825870435907,,MISSING_LIVE,ATR-NQ,706,1776419219000
sess_range_atr,,1.4706817266735892,,MISSING_LIVE,ATR-NQ,706,1776419219000
swing_range_atr,,0.16741189684036534,,MISSING_LIVE,ATR-NQ,706,1776419219000
dist_blind_nearest_dn_atr,-0.45672381275297214,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_gex_nearest_dn_atr,-1.0277818983237619,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_sess_low_atr,-1.4092267265676324,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_session_hvn_below_atr,0.22886689694632223,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_swing_low_atr,-0.10595689673440845,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vix_call_atr,0.014600860370001483,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vix_gex_nearest_dn_atr,-0.00023310517281569857,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vix_gex_nearest_up_atr,0.0018860327618724704,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vix_hvl_atr,0.007183877598592893,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vix_put_atr,-0.0023522431075038677,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vwap_d_sd2d_atr,-1.1063887770454979,,,LIVE_ONLY,ATR-NQ,706,1776419219000
dist_vwap_d_sd3d_atr,-1.3766780393735827,,,LIVE_ONLY,ATR-NQ,706,1776419219000
im_cross_delta_agreement_5,0.6,0.6,0.0,MATCH,IM-NQ,706,1776419219000
im_open_type_agreement,0.0,0.0,0.0,MATCH,IM-NQ,706,1776419219000
im_rolling_correlation_10,0.923735,0.923735,0.0,MATCH,IM-NQ,706,1776419219000
im_cross_delta_weighted_5,,13.8,,MISSING_LIVE,IM-NQ,706,1776419219000
im_cross_open_signal,,0.0,,MISSING_LIVE,IM-NQ,706,1776419219000
im_delta_day_divergence,,0.0,,MISSING_LIVE,IM-NQ,706,1776419219000
im_ltr_slope_diff,,-0.12240000000000001,,MISSING_LIVE,IM-NQ,706,1776419219000
im_price_ratio_slope_10,,5.737143890595535e-05,,MISSING_LIVE,IM-NQ,706,1776419219000
im_smt_divergence,,0.0,,MISSING_LIVE,IM-NQ,706,1776419219000
im_volume_lead,,-35.8,,MISSING_LIVE,IM-NQ,706,1776419219000
dist_1d_max_atr,1.770171,1.770171,0.0,MATCH,ATR-NQ,863,1776428640000
dist_1d_min_atr,-3.515174,-3.515174,0.0,MATCH,ATR-NQ,863,1776428640000
dist_blind_nearest_up_atr,1.716476,1.716476,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_20d_vah_atr,-12.598838,-12.598838,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_20d_val_atr,-30.451561,-30.451561,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_20d_vwap_atr,-16.702617,-16.702617,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_50d_vah_atr,-11.095031,-11.095031,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_50d_val_atr,-24.134315,-24.134315,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_50d_vwap_atr,-16.599354,-16.599354,0.0,MATCH,ATR-NQ,863,1776428640000
dist_cur_vah_atr,-0.782315,-0.782315,0.0,MATCH,ATR-NQ,863,1776428640000
dist_cur_val_atr,-1.354894,-1.354894,0.0,MATCH,ATR-NQ,863,1776428640000
dist_cur_vpoc_atr,-1.185008,-1.185008,0.0,MATCH,ATR-NQ,863,1776428640000
dist_gex_nearest_up_atr,0.912351,0.912351,0.0,MATCH,ATR-NQ,863,1776428640000
dist_mq_call_0dte_atr,-12.175171,-12.175171,0.0,MATCH,ATR-NQ,863,1776428640000
dist_mq_call_atr,-0.765536,-0.765536,0.0,MATCH,ATR-NQ,863,1776428640000
dist_mq_hvl_atr,-10.916756,-10.916756,0.0,MATCH,ATR-NQ,863,1776428640000
dist_mq_put_0dte_atr,-2.233688,-2.233688,0.0,MATCH,ATR-NQ,863,1776428640000
dist_mq_put_atr,-21.73913,-21.73913,0.0,MATCH,ATR-NQ,863,1776428640000
dist_open_830_atr,-0.784412,-0.784412,0.0,MATCH,ATR-NQ,863,1776428640000
dist_prev_vah_atr,-0.648084,-0.648084,0.0,MATCH,ATR-NQ,863,1776428640000
dist_prev_val_atr,-2.242077,-2.242077,0.0,MATCH,ATR-NQ,863,1776428640000
dist_prev_vwap_sd1d_atr,-2.545178,-2.545178,0.0,MATCH,ATR-NQ,863,1776428640000
dist_prev_vwap_sd1u_atr,-0.98104,-0.98104,0.0,MATCH,ATR-NQ,863,1776428640000
dist_sess_high_atr,0.048239,0.048239,0.0,MATCH,ATR-NQ,863,1776428640000
dist_session_hvn_above_atr,0.006292,0.006292,0.0,MATCH,ATR-NQ,863,1776428640000
dist_session_lvn_above_atr,0.012584,0.012584,0.0,MATCH,ATR-NQ,863,1776428640000
dist_session_lvn_below_atr,0.069213,0.069213,0.0,MATCH,ATR-NQ,863,1776428640000
dist_swing_high_atr,0.03146,0.03146,0.0,MATCH,ATR-NQ,863,1776428640000
dist_vwap_d_sd1d_atr,-5.72389,-5.72389,0.0,MATCH,ATR-NQ,863,1776428640000
dist_vwap_d_sd1u_atr,-0.735305,-0.735305,0.0,MATCH,ATR-NQ,863,1776428640000
dist_vwap_d_sd2u_atr,-0.387487,-0.387487,0.0,MATCH,ATR-NQ,863,1776428640000
dist_vwap_d_sd3u_atr,-0.039653,-0.039653,0.0,MATCH,ATR-NQ,863,1776428640000
dist_comp_20d_vpoc_atr,,-20.061242895194948,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_comp_50d_vpoc_atr,,-20.061242895194948,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_cur_vwap_vp_atr,,-4.332554793514965,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ext_edge_buy_atr,,-0.048239266763145196,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ext_edge_sell_atr,,-1.9117431154176892,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ext_long_dn_atr,,-0.17827555108118878,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ext_long_up_atr,,-0.07760229870592923,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_open_cash_atr,,-0.9815642106587805,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ovn_high_atr,,-0.5264372155456281,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_ovn_low_atr,,-1.9820046561379223,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_prev_vpoc_atr,,-1.8561630906688478,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_prev_vwap_atr,,-1.7634860210994356,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_vwap_w_atr,,-5.27915203758468,,MISSING_LIVE,ATR-NQ,863,1776428640000
next_wall_dist_atr,,0.9123513496507896,,MISSING_LIVE,ATR-NQ,863,1776428640000
open_gap_atr,,-0.8745988800100672,,MISSING_LIVE,ATR-NQ,863,1776428640000
ovn_range_atr,,1.4555674405922943,,MISSING_LIVE,ATR-NQ,863,1776428640000
poc_bar_dist_atr,,0.0880890958283521,,MISSING_LIVE,ATR-NQ,863,1776428640000
poc_separation_atr,,0.21393066129742652,,MISSING_LIVE,ATR-NQ,863,1776428640000
range_size_atr,,0.5725791228842887,,MISSING_LIVE,ATR-NQ,863,1776428640000
sess_range_atr,,2.0302439229010676,,MISSING_LIVE,ATR-NQ,863,1776428640000
swing_range_atr,,0.4593217139621217,,MISSING_LIVE,ATR-NQ,863,1776428640000
dist_blind_nearest_dn_atr,-0.27499989513202877,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_gex_nearest_dn_atr,-1.604479959730699,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_sess_low_atr,-1.9820046561379223,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_session_hvn_below_atr,0.3292854296440781,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_swing_low_atr,-0.42786132259485304,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vix_call_atr,0.015142935044778623,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vix_gex_nearest_dn_atr,-0.0005872606388556807,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vix_gex_nearest_up_atr,0.0004614190733866062,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vix_hvl_atr,0.007802177059082615,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vix_put_atr,-0.0016359403510979675,,,LIVE_ONLY,ATR-NQ,863,1776428640000
dist_vwap_d_sd2d_atr,-1.7787902430839573,,,LIVE_ONLY,ATR-NQ,863,1776428640000
